"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceHealth","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal","mv"
191,"1/6/2023 14:41","pl",NA,1,"1",0,"0",22,"0","0",0,NA,NA,"b","artistic","sexy","healthy","kind","sexy","wealthy","moral","sex","pathogen","moral","sex","sex",2,3,3,4,0,1,1,3,2,5,1,2,3,1,1,3,4,2,6,6,4,7,6,7,6,6,8,7,7,7,7,1,1,1,2,1,2,1,3,3.42857142857143,2.14285714285714,2.57142857142857,2.71428571428571,8.64725957103806
195,"1/8/2023 15:41","pl","KG0902",1,"1",6,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","wealthy","sexy","artistic","sexy","moral","moral","moral","sex","moral","moral",0,4,5,2,0,4,0,0,3,6,4,5,2,1,3,5,6,2,5,0,5,2,6,9,7,7,5,6,8,7,6,2,0,0,2,2,5,0,1,2.85714285714286,3.85714285714286,2.14285714285714,2.95238095238095,7.82635619631928
198,"3/21/2023 14:50","en","game",1,"1",3,"0",30,"0","0",0,NA,NA,"a","healthy","healthy","wealthy","sexy","artistic","artistic","pathogen","moral","moral","moral","sex","moral",1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,3,3,3,3,9,11,11,11,11,10,10,9,10,10,2,2,0,1,1,4,1,1,1.85714285714286,2.14285714285714,1.71428571428571,1.9047619047619,6.84244624559251
200,"1/29/2023 21:33","pl","KG0902",1,"1",0,"0",21,"0","0",0,NA,NA,"b","kind","artistic","kind","healthy","healthy","kind","moral","sex","pathogen","moral","pathogen","moral",0,2,6,4,0,6,0,0,6,6,1,4,6,0,6,6,0,6,6,0,6,6,8,7,6,6,6,9,8,8,6,1,2,3,0,0,3,2,1,4,5.71428571428571,0.428571428571429,3.38095238095238,8.87742013530873
202,"3/14/2023 0:26","en","game",1,"1",0,"0",35,"1","1",1,3,NA,"b","wealthy","kind","healthy","kind","artistic","sexy","pathogen","sex","sex","pathogen","moral","sex",3,2,3,3,3,2,3,3,3,2,3,3,6,1,2,3,2,3,2,3,3,5,7,6,7,7,7,6,7,6,7,1,1,2,1,1,1,2,3,3.14285714285714,2.71428571428571,2.42857142857143,2.76190476190476,8.7536402428497
203,"2/6/2023 21:03","en","game",1,"1",5,"1",35,"1","0",0,NA,NA,"b","kind","kind","kind","wealthy","healthy","wealthy","sex","sex","moral","sex","pathogen","pathogen",4,5,4,5,5,5,4,5,5,4,5,5,5,4,4,4,5,5,4,5,6,8,7,8,8,5,6,7,9,9,9,0,1,3,0,2,1,2,3,4.28571428571429,4.85714285714286,4.85714285714286,4.66666666666667,8.61696883836822
205,"12/17/2022 0:03","pl",NA,1,"1",1,"0",30,"1","0",0,NA,NA,"b","artistic","artistic","kind","kind","kind","artistic","pathogen","sex","pathogen","sex","sex","moral",3,1,5,6,1,3,0,1,1,5,0,4,1,0,3,0,1,1,3,4,1,8,6,8,6,6,8,7,9,7,6,3,0,3,0,0,1,2,3,2.57142857142857,2.57142857142857,1.14285714285714,2.0952380952381,8.58958544464795
206,"1/9/2023 18:31","pl",NA,1,"1",1,"0",24,"0","0",0,NA,NA,"b","wealthy","artistic","artistic","artistic","artistic","artistic","pathogen","sex","pathogen","pathogen","sex","sex",5,4,5,6,2,3,4,0,1,6,4,2,4,5,5,4,6,6,6,1,4,5,5,9,3,6,6,6,8,5,6,5,0,0,0,1,0,3,3,5,3.71428571428571,3.14285714285714,3.95238095238095,7.44564540729373
211,"2/6/2023 21:08","en","game",1,"1",0,"0",34,"1","1",2,17,35,"b","wealthy","kind","healthy","kind","wealthy","artistic","sex","moral","moral","pathogen","pathogen","moral",4,2,2,4,3,3,4,5,4,3,4,3,4,5,4,3,2,3,4,3,2,7,7,6,8,5,7,7,8,9,6,1,1,2,0,2,3,2,1,3.71428571428571,3,3.42857142857143,3.38095238095238,8.44323021414337
216,"3/29/2023 16:49","en","game",1,"1",0,"0",30,"1","1",1,6,NA,"a","artistic","healthy","kind","sexy","sexy","healthy","pathogen","sex","pathogen","sex","pathogen","pathogen",5,5,4,4,3,4,6,5,5,5,4,5,5,6,5,4,4,4,5,4,5,6,8,7,8,6,6,7,6,6,7,1,2,1,2,0,0,4,2,4.85714285714286,4.57142857142857,4.42857142857143,4.61904761904762,9.08116960344675
219,"2/6/2023 21:26","en","game",1,"1",3,"1",32,"0","0",0,NA,NA,"a","sexy","sexy","sexy","sexy","artistic","sexy","moral","moral","moral","moral","sex","pathogen",3,3,5,4,1,1,3,3,2,3,4,3,3,4,3,3,4,4,4,4,3,8,6,6,7,6,6,6,7,6,6,1,0,0,5,0,4,1,1,3.28571428571429,3,3.28571428571429,3.19047619047619,8.41206419075468
222,"1/4/2023 0:47","pl","KG0902",1,"1",0,"0",21,"1","0",0,NA,NA,"b","kind","sexy","sexy","healthy","sexy","artistic","moral","sex","pathogen","pathogen","moral","sex",3,1,4,1,2,5,0,1,5,6,0,4,2,3,5,2,0,2,4,1,5,9,7,7,8,6,8,9,10,10,6,1,1,1,3,0,2,2,2,2.57142857142857,4.28571428571429,1.14285714285714,2.66666666666667,8.51581165794836
224,"2/6/2023 21:36","en","game",1,"1",0,"0",31,"1","0",0,NA,NA,"b","kind","sexy","sexy","sexy","artistic","sexy","moral","moral","moral","moral","sex","sex",0,0,5,5,3,6,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,8,10,8,7,11,8,11,8,7,1,0,1,4,0,4,0,2,1.14285714285714,2.42857142857143,0.428571428571429,1.33333333333333,8.86717471676724
229,"2/12/2023 13:09","pl",NA,1,"1",0,"0",24,"1","0",0,NA,NA,"b","artistic","artistic","sexy","wealthy","sexy","artistic","sex","sex","pathogen","moral","pathogen","pathogen",1,3,4,5,0,2,0,0,3,5,1,1,0,0,4,5,3,0,2,5,0,4,8,9,11,6,6,9,9,11,11,3,0,0,2,1,1,3,2,2.57142857142857,2,1.71428571428571,2.0952380952381,7.945458268151
238,"12/17/2022 8:01","pl",NA,1,"1",0,"0",31,"0","0",0,NA,NA,"b","healthy","wealthy","artistic","artistic","healthy","healthy","pathogen","pathogen","moral","sex","pathogen","pathogen",1,2,5,6,0,2,1,0,3,5,3,5,6,1,1,6,3,6,5,1,3,4,5,7,6,7,7,7,7,8,6,2,3,0,0,1,1,4,1,4.28571428571429,3.57142857142857,1.42857142857143,3.0952380952381,8.15554392247118
240,"1/29/2023 1:02","pl","KG0902",1,"1",0,"0",24,"0","0",0,NA,NA,"b","healthy","wealthy","healthy","kind","sexy","healthy","pathogen","sex","moral","sex","sex","sex",3,4,5,2,1,4,1,0,3,4,3,1,3,0,3,2,3,4,2,1,3,6,7,6,7,7,6,9,8,9,8,0,3,1,1,1,1,1,4,2.42857142857143,3.28571428571429,1.71428571428571,2.47619047619048,8.91239036600585
245,"3/7/2023 19:06","en",NA,1,"1",0,"0",35,"1","1",2,2,4,"a","artistic","kind","artistic","wealthy","sexy","healthy","sex","moral","sex","pathogen","pathogen","sex",0,4,4,6,1,1,2,0,1,2,3,4,5,4,3,1,5,1,6,1,6,11,11,11,11,10,11,11,10,11,11,2,1,1,1,1,1,2,3,3.14285714285714,2.85714285714286,2.57142857142857,2.85714285714286,6.58845026294689
255,"2/12/2023 11:55","pl",NA,1,"1",6,"1",40,"1","0",0,NA,NA,"a","artistic","sexy","kind","healthy","sexy","healthy","pathogen","moral","moral","sex","pathogen","sex",3,1,6,5,0,3,0,2,4,6,4,4,6,1,3,2,3,1,2,1,1,6,7,11,7,6,6,8,7,5,8,1,2,1,2,0,2,2,2,3.42857142857143,3.14285714285714,1.71428571428571,2.76190476190476,8.50271617273705
256,"2/6/2023 22:17","en","game",1,"1",0,"0",37,"0","0",0,NA,NA,"b","artistic","sexy","artistic","artistic","artistic","artistic","sex","sex","sex","sex","moral","sex",5,3,2,6,0,1,5,0,1,6,0,2,6,0,1,6,2,1,6,0,2,11,7,9,7,4,9,7,8,7,6,5,0,0,1,0,1,0,5,5.71428571428571,1.42857142857143,0.714285714285714,2.61904761904762,7.36397424751773
257,"1/7/2023 21:00","pl","KG0902",1,"1",0,"0",20,"0","0",0,NA,NA,"b","kind","kind","healthy","kind","sexy","sexy","moral","pathogen","sex","sex","moral","moral",1,2,5,2,1,3,1,4,2,6,2,5,1,4,4,2,1,1,4,2,4,7,6,7,7,7,7,5,8,10,6,0,1,3,2,0,3,1,2,2.42857142857143,3.42857142857143,2.28571428571429,2.71428571428571,8.99383063668683
259,"2/23/2023 23:43","en","game",1,"1",0,"0",27,"0","0",0,NA,NA,"a","healthy","healthy","healthy","kind","sexy","healthy","pathogen","moral","moral","pathogen","moral","moral",4,4,4,5,5,5,5,4,4,4,4,1,4,4,4,4,4,4,4,5,5,8,6,3,4,4,6,7,5,3,6,0,4,1,1,0,4,2,0,4.28571428571429,3.85714285714286,4.28571428571429,4.14285714285714,6.6273264924593
260,"2/24/2023 1:33","en",NA,1,"1",0,"0",44,"1","1",1,7,NA,"b","artistic","wealthy","artistic","wealthy","wealthy","kind","moral","pathogen","sex","moral","pathogen","sex",6,6,5,6,1,4,6,0,2,6,6,6,6,6,6,5,5,6,6,6,3,6,6,7,4,6,5,6,6,5,5,2,0,1,0,3,2,2,2,5.85714285714286,4.57142857142857,4.28571428571429,4.90476190476191,8.04644916845887
262,"1/25/2023 20:52","pl",NA,1,"1",6,"1",20,"1","0",0,NA,NA,"b","sexy","sexy","artistic","healthy","sexy","sexy","moral","sex","moral","moral","moral","pathogen",6,0,4,6,0,4,4,1,5,6,6,6,3,4,4,5,5,4,6,0,5,9,7,9,6,6,9,6,9,6,7,1,1,0,4,0,4,1,1,5.14285714285714,4.57142857142857,2.28571428571429,4,8.42567085848055
265,"2/24/2023 2:09","en","game",1,"1",0,"0",35,"1","1",2,5,8,"b","wealthy","healthy","kind","sexy","kind","artistic","sex","moral","pathogen","pathogen","pathogen","moral",4,5,3,4,5,3,0,4,4,5,5,4,4,5,3,3,4,5,6,5,4,8,5,9,5,6,4,6,3,6,3,1,1,2,1,1,2,3,1,3.71428571428571,3.71428571428571,4.71428571428571,4.04761904761905,8.0513498658202
267,"1/26/2023 17:09","en","INSTAGRAM STUDY",1,"1",3,"0",18,"0","0",0,NA,NA,"b","kind","artistic","wealthy","artistic","wealthy","artistic","moral","pathogen","pathogen","pathogen","pathogen","moral",2,3,4,6,0,0,3,0,2,6,1,6,5,0,1,6,6,4,6,0,4,6,6,9,6,6,6,6,9,7,6,3,0,1,0,2,2,4,0,4.85714285714286,3,1.42857142857143,3.0952380952381,8.71151812096162
268,"2/12/2023 13:02","pl",NA,1,"1",6,"1",20,"0","0",0,NA,NA,"a","sexy","kind","sexy","healthy","artistic","sexy","moral","pathogen","moral","moral","sex","moral",2,2,4,2,0,1,2,2,2,5,1,4,5,5,1,4,1,5,6,0,5,7,6,7,6,6,7,7,9,8,7,1,1,1,3,0,4,1,1,3.71428571428571,3.14285714285714,1.57142857142857,2.80952380952381,8.64725957103806
269,"2/24/2023 1:43","en",NA,1,"1",6,"1",19,"0","0",0,NA,NA,"a","healthy","kind","kind","healthy","artistic","kind","sex","moral","sex","moral","sex","moral",6,5,6,5,2,4,5,3,6,5,5,4,3,3,3,4,4,6,3,4,2,6,6,6,6,6,6,6,6,6,6,1,2,3,0,0,3,0,3,4.42857142857143,4.42857142857143,3.71428571428571,4.19047619047619,8.42820353787542
272,"3/29/2023 16:16","en","game",1,"1",0,"0",35,"1","1",1,10,NA,"a","kind","sexy","wealthy","sexy","healthy","kind","moral","pathogen","moral","pathogen","moral","moral",1,3,2,3,2,3,2,3,3,4,3,1,2,3,2,2,3,3,2,3,4,7,7,9,7,7,8,8,7,7,7,0,1,2,2,1,4,2,0,2.28571428571429,2.57142857142857,2.85714285714286,2.57142857142857,9.3659509309738
281,"2/6/2023 22:53","en","game",1,"1",0,"0",33,"1","1",2,6,12,"b","artistic","sexy","sexy","sexy","artistic","sexy","moral","moral","sex","moral","sex","moral",3,1,5,4,0,4,3,0,4,3,2,4,3,0,3,3,1,3,3,0,5,8,6,9,7,5,9,8,10,11,11,2,0,0,4,0,4,0,2,3.14285714285714,4,0.571428571428571,2.57142857142857,8.4123151063468
282,"2/6/2023 20:33","en","game",1,"1",3,"0",32,"1","1",1,2,NA,"b","kind","wealthy","kind","healthy","healthy","artistic","sex","sex","moral","pathogen","sex","pathogen",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,6,6,7,6,6,6,6,6,1,2,2,0,1,1,2,3,2,2,2,2,8.44067312803051
283,"12/16/2022 16:59","pl",NA,1,"1",1,"0",30,"1","1",1,1,NA,"b","artistic","kind","healthy","sexy","kind","kind","moral","pathogen","moral","moral","moral","moral",0,2,4,0,1,3,0,1,2,0,0,3,0,1,2,0,2,1,0,2,4,8,7,7,4,6,6,8,9,8,6,1,1,3,1,0,5,1,0,0,2.71428571428571,1.28571428571429,1.33333333333333,8.04930641234226
286,"1/2/2023 0:14","pl","AB12",1,"1",0,"0",22,"0","0",0,NA,NA,"a","healthy","healthy","healthy","wealthy","sexy","healthy","pathogen","moral","pathogen","pathogen","moral","pathogen",3,4,2,5,2,0,2,0,0,5,0,4,1,0,2,4,1,3,4,0,3,4,9,4,6,5,6,11,6,7,6,0,4,0,1,1,2,4,0,3.42857142857143,2,1,2.14285714285714,7.40172707245818
287,"1/29/2023 17:57","pl","KG0902",1,"1",0,"0",19,"0","0",0,NA,NA,"a","sexy","sexy","sexy","sexy","sexy","sexy","sex","sex","sex","pathogen","moral","sex",0,1,4,2,0,4,0,2,5,2,5,5,1,0,2,1,0,1,2,6,2,3,8,6,6,8,9,11,9,11,5,0,0,0,6,0,1,1,4,1.14285714285714,3.28571428571429,2,2.14285714285714,8.0448183323775
290,"12/18/2022 10:28","pl",NA,1,"1",0,"0",29,"1","0",0,NA,NA,"b","kind","kind","healthy","healthy","sexy","sexy","moral","sex","moral","moral","sex","moral",4,5,6,6,0,6,1,0,6,6,3,6,6,0,5,3,1,6,6,0,6,8,6,8,4,6,6,6,8,8,8,0,2,2,2,0,4,0,2,4.57142857142857,5.85714285714286,1.28571428571429,3.9047619047619,7.9986990548823
291,"2/5/2023 23:37","pl",NA,1,"1",6,"1",25,"0","0",0,NA,NA,"b","artistic","kind","kind","kind","kind","sexy","pathogen","sex","pathogen","moral","sex","sex",3,2,5,6,0,1,0,0,2,6,0,4,4,0,3,1,2,6,4,0,6,8,7,7,8,8,8,6,7,7,8,1,0,4,1,0,1,2,3,3.42857142857143,3.85714285714286,0.571428571428571,2.61904761904762,9.02316354644559
292,"2/23/2023 23:48","en",NA,1,"1",1,"0",32,"1","0",0,NA,NA,"b","artistic","artistic","wealthy","kind","healthy","kind","moral","pathogen","pathogen","pathogen","moral","sex",1,1,6,4,0,1,1,0,0,2,4,2,4,1,3,1,2,2,2,0,2,3,5,7,4,6,6,6,8,7,6,2,1,2,0,1,2,3,1,2.14285714285714,2.28571428571429,1.14285714285714,1.85714285714286,7.35462022420448
294,"1/7/2023 14:17","pl","KG0902",1,"1",0,"0",22,"1","0",0,NA,NA,"b","artistic","kind","kind","artistic","wealthy","artistic","moral","moral","pathogen","moral","sex","moral",3,5,3,4,0,1,2,3,3,5,4,4,2,4,3,1,2,4,4,2,3,3,10,8,9,7,7,6,8,10,8,3,0,2,0,1,4,1,1,3,3,2.85714285714286,2.95238095238095,8.01810327305492
300,"2/24/2023 1:56","en",NA,1,"1",0,"0",23,"0","0",0,NA,NA,"b","artistic","healthy","wealthy","healthy","healthy","kind","sex","sex","sex","moral","moral","sex",2,6,6,5,0,0,3,0,0,4,4,6,6,0,4,6,1,6,6,0,6,3,5,8,4,6,6,6,8,7,6,1,3,1,0,1,2,0,4,4.57142857142857,4,1.57142857142857,3.38095238095238,7.40617760124645
301,"2/7/2023 0:02","en",NA,1,"1",0,"0",32,"1","0",0,NA,NA,"b","wealthy","sexy","wealthy","artistic","kind","wealthy","pathogen","sex","sex","moral","pathogen","sex",5,1,2,6,0,0,4,5,0,6,0,6,6,0,5,5,4,2,5,0,5,6,11,11,7,6,6,11,11,7,4,1,0,1,1,3,1,2,3,5.28571428571429,2.85714285714286,1.42857142857143,3.19047619047619,7.91160808952587
302,"2/23/2023 23:53","en","game",1,"1",0,"0",27,"0","0",0,NA,NA,"a","kind","wealthy","artistic","artistic","kind","wealthy","moral","sex","sex","pathogen","pathogen","moral",5,4,4,4,5,5,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,3,5,5,3,8,3,5,6,6,5,2,0,2,0,2,2,2,2,4.14285714285714,4.28571428571429,4.42857142857143,4.28571428571429,6.84926709739994
304,"1/29/2023 15:49","pl","KG0902",1,"1",1,"0",24,"0","0",0,NA,NA,"a","artistic","sexy","healthy","wealthy","sexy","sexy","moral","moral","sex","sex","moral","sex",3,2,4,5,0,5,1,0,3,5,1,6,3,0,5,4,0,5,4,1,6,3,9,8,6,6,7,9,9,7,6,1,1,0,3,1,3,0,3,3.57142857142857,4.85714285714286,0.571428571428571,3,8.09435042737493
309,"3/7/2023 19:14","en","game",1,"1",4,"1",30,"0","0",0,NA,NA,"b","artistic","artistic","healthy","sexy","artistic","wealthy","pathogen","sex","sex","sex","moral","pathogen",3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,1,2,2,1,2,3,1,0,1,1,1,2,3,2.57142857142857,2.42857142857143,2.57142857142857,2.52380952380952,4.31738985477884
310,"2/24/2023 0:02","en","game",1,"1",0,"0",40,"1","0",0,NA,NA,"b","artistic","artistic","artistic","artistic","artistic","artistic","pathogen","pathogen","sex","moral","moral","pathogen",4,3,4,6,0,3,2,0,1,6,3,4,4,0,3,2,4,3,3,0,2,6,5,7,5,4,6,6,9,7,7,6,0,0,0,0,2,3,1,3.85714285714286,2.85714285714286,1.42857142857143,2.71428571428571,7.6552962336761
319,"1/7/2023 16:35","pl","KG0902",1,"1",2,"0",22,"0","0",0,NA,NA,"b","artistic","sexy","artistic","healthy","sexy","kind","pathogen","moral","sex","sex","moral","sex",3,0,1,6,0,1,1,0,1,6,0,4,0,0,2,5,4,1,3,0,0,5,7,10,9,6,6,7,7,7,7,2,1,1,2,0,2,1,3,3.42857142857143,1.42857142857143,0.571428571428571,1.80952380952381,8.56244650374245
322,"3/21/2023 13:52","en","game",1,"1",0,"0",30,"1","1",1,4,NA,"b","wealthy","healthy","healthy","sexy","wealthy","artistic","sex","sex","pathogen","moral","sex","moral",5,4,5,4,5,4,5,4,5,4,5,5,4,5,3,4,5,4,5,4,5,6,7,6,5,6,6,6,6,6,6,1,2,0,1,2,2,1,3,4.42857142857143,4.42857142857143,4.57142857142857,4.47619047619048,8.32417401740962
330,"3/29/2023 16:41","en",NA,1,"1",0,"0",39,"1","1",2,5,9,"b","wealthy","sexy","wealthy","kind","kind","healthy","moral","sex","pathogen","pathogen","sex","sex",3,6,6,6,4,0,3,0,3,0,0,3,5,0,5,3,6,1,3,3,5,6,7,8,6,6,5,6,7,7,8,0,1,2,1,2,1,2,3,3.28571428571429,3.28571428571429,2.71428571428571,3.0952380952381,8.97034687753094
332,"2/6/2023 21:24","en",NA,1,"1",0,"0",30,"1","1",1,2,NA,"a","artistic","wealthy","artistic","sexy","kind","healthy","pathogen","moral","moral","moral","moral","pathogen",3,0,1,0,0,0,2,0,1,1,1,1,1,0,1,1,0,1,2,0,1,6,8,8,9,6,7,8,8,9,6,2,1,1,1,1,4,2,0,1.42857142857143,0.857142857142857,0.142857142857143,0.80952380952381,9.0170647792312
336,"2/24/2023 0:04","en",NA,1,"1",1,"0",32,"1","1",2,3,5,"b","wealthy","wealthy","wealthy","kind","wealthy","wealthy","moral","pathogen","sex","pathogen","moral","sex",4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,10,9,5,8,4,8,7,8,8,0,0,1,0,5,2,2,2,5.71428571428571,6,5.57142857142857,5.76190476190476,7.09807964824858
337,"1/8/2023 11:01","pl","KG0902",1,"1",0,"0",21,"1","0",0,NA,NA,"b","sexy","sexy","sexy","artistic","wealthy","sexy","pathogen","sex","pathogen","sex","pathogen","moral",0,3,6,3,0,3,0,1,5,6,6,6,0,0,1,0,5,5,3,0,3,6,6,6,6,6,11,6,11,11,7,1,0,0,4,1,1,3,2,1.71428571428571,4.14285714285714,2.14285714285714,2.66666666666667,8.42820353787542
338,"2/24/2023 0:46","en","game",1,"1",0,"0",32,"1","0",0,NA,NA,"b","artistic","healthy","sexy","sexy","healthy","wealthy","sex","pathogen","sex","moral","pathogen","sex",5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,9,8,9,9,9,9,8,9,8,9,1,2,0,2,1,1,2,3,4.57142857142857,4.42857142857143,4.57142857142857,4.52380952380952,8.46513743856632
343,"3/29/2023 16:16","en",NA,1,"1",1,"0",23,"1","1",2,1,3,"a","healthy","healthy","wealthy","kind","kind","kind","sex","moral","moral","moral","pathogen","moral",3,3,5,4,3,5,4,3,5,4,5,3,5,3,5,3,5,3,4,5,3,8,9,8,9,7,10,9,9,10,9,0,2,3,0,1,4,1,1,3.85714285714286,4.14285714285714,3.85714285714286,3.95238095238095,8.84006702057675
346,"2/6/2023 20:27","en","game",1,"1",1,"0",28,"0","0",0,NA,NA,"b","healthy","artistic","kind","wealthy","wealthy","artistic","moral","sex","pathogen","moral","pathogen","moral",2,0,2,3,1,0,3,1,0,4,3,1,4,0,3,2,3,1,2,1,2,4,6,7,7,9,6,6,8,7,6,2,1,1,0,2,3,2,1,2.85714285714286,1.28571428571429,1.28571428571429,1.80952380952381,8.4173417720321
347,"3/29/2023 16:15","en","game",1,"1",0,"0",35,"1","1",1,5,NA,"b","healthy","artistic","wealthy","kind","kind","wealthy","moral","moral","moral","moral","sex","pathogen",3,3,4,4,4,3,4,3,4,3,3,3,4,4,3,4,4,3,4,4,4,7,7,8,7,8,6,8,7,8,7,1,1,2,0,2,4,1,1,3.71428571428571,3.42857142857143,3.57142857142857,3.57142857142857,9.48757830758516
350,"1/15/2023 1:00","pl","KG0902",1,"1",0,"0",21,"1","0",0,NA,NA,"b","artistic","wealthy","wealthy","artistic","sexy","artistic","pathogen","moral","pathogen","pathogen","sex","moral",0,1,5,2,0,2,0,0,2,1,3,4,0,1,3,0,3,6,0,2,0,4,7,6,6,8,7,9,9,7,6,3,0,0,1,2,2,3,1,0.428571428571429,3.14285714285714,1.42857142857143,1.66666666666667,8.35004941072995
353,"2/12/2023 4:45","pl",NA,1,"1",6,"1",22,"0","0",0,NA,NA,"b","artistic","sexy","healthy","healthy","healthy","artistic","sex","pathogen","sex","moral","pathogen","pathogen",2,0,1,6,0,1,6,3,3,6,4,2,2,0,6,0,6,2,3,0,0,6,11,10,11,10,7,11,9,8,9,2,3,0,1,0,1,3,2,3.57142857142857,2.14285714285714,1.85714285714286,2.52380952380952,7.43848076881438
354,"2/7/2023 0:33","en","game",1,"1",0,"0",25,"0","0",0,NA,NA,"b","wealthy","healthy","healthy","healthy","wealthy","artistic","sex","sex","sex","moral","pathogen","pathogen",2,5,4,6,0,4,0,0,5,4,0,5,4,1,1,1,5,4,3,1,4,3,7,4,7,6,5,7,8,8,7,1,3,0,0,2,1,2,3,2.85714285714286,3.85714285714286,1.71428571428571,2.80952380952381,7.4614474010511
355,"12/16/2022 16:58","pl",NA,1,"1",1,"0",28,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","sexy","sexy","artistic","pathogen","moral","sex","moral","moral","pathogen",0,0,0,1,0,2,1,0,1,4,1,2,1,1,2,1,2,3,4,1,5,9,9,8,6,7,6,8,8,6,7,3,0,0,2,1,3,2,1,1.71428571428571,2.14285714285714,0.714285714285714,1.52380952380952,8.51715443456273
357,"2/6/2023 22:40","en","game",1,"1",0,"0",36,"1","0",0,NA,NA,"b","artistic","sexy","artistic","kind","sexy","artistic","moral","sex","pathogen","moral","moral","moral",2,4,5,6,1,3,2,2,3,5,4,4,5,3,4,3,2,5,4,4,6,6,6,7,7,7,6,7,8,8,6,3,0,1,2,0,4,1,1,3.85714285714286,4.28571428571429,2.85714285714286,3.66666666666667,9.00858953205199
359,"2/24/2023 0:59","en","game",1,"1",1,"0",34,"1","1",1,3,NA,"a","sexy","artistic","kind","sexy","artistic","kind","moral","pathogen","moral","moral","moral","moral",3,1,1,1,2,3,4,2,4,4,3,3,3,3,3,3,2,4,3,2,2,9,9,8,9,8,8,9,9,9,9,2,0,2,2,0,5,1,0,3,2.85714285714286,2.14285714285714,2.66666666666667,8.52848213212384
360,"2/6/2023 20:36","en","game",1,"1",0,"0",52,"1","1",1,1,NA,"a","kind","artistic","kind","kind","artistic","sexy","moral","pathogen","sex","moral","moral","pathogen",6,4,5,6,5,5,5,4,5,6,5,2,5,5,3,5,5,4,5,5,4,11,11,11,11,11,8,9,7,9,8,2,0,3,1,0,3,2,1,5.42857142857143,4,4.71428571428571,4.71428571428571,6.41822532040343
364,"2/24/2023 3:00","en",NA,1,"1",0,"0",51,"1","1",1,25,NA,"b","sexy","sexy","artistic","artistic","wealthy","artistic","moral","sex","sex","sex","moral","moral",0,0,4,2,0,2,0,0,4,0,0,3,0,0,4,0,0,5,0,0,2,6,5,8,6,1,6,8,8,6,6,3,0,0,2,1,3,0,3,0.285714285714286,3.42857142857143,0,1.23809523809524,6.76762728612939
371,"3/29/2023 16:19","en","game",1,"1",2,"0",30,"1","1",2,3,5,"a","kind","wealthy","wealthy","sexy","healthy","sexy","moral","sex","pathogen","pathogen","pathogen","pathogen",3,2,3,3,4,3,3,3,3,4,3,3,2,3,3,3,3,2,3,3,3,5,8,6,9,6,7,6,7,6,8,0,1,1,2,2,1,4,1,3,2.85714285714286,3,2.95238095238095,8.49105380469039
375,"2/10/2023 14:13","pl","AC3",1,"1",0,"0",26,"1","0",0,NA,NA,"b","wealthy","sexy","healthy","sexy","sexy","artistic","sex","pathogen","moral","pathogen","moral","moral",0,0,6,0,0,4,0,0,0,0,0,1,0,0,5,0,0,2,0,0,1,4,8,5,6,6,9,7,7,8,6,1,1,0,3,1,3,2,1,0,2.71428571428571,0,0.904761904761905,7.96494214996018
377,"3/21/2023 13:39","en","game",1,"1",1,"0",58,"1","1",1,5,NA,"a","healthy","healthy","healthy","artistic","healthy","wealthy","moral","pathogen","moral","moral","moral","sex",2,3,2,4,2,5,2,5,1,4,2,1,4,2,3,5,1,5,1,5,4,4,3,3,4,8,4,8,8,9,4,1,4,0,0,1,4,1,1,3.14285714285714,3,2.85714285714286,3,6.33542501026393
378,"3/29/2023 16:13","en","game",1,"1",0,"0",35,"1","1",1,8,NA,"a","sexy","sexy","healthy","healthy","kind","wealthy","moral","pathogen","pathogen","moral","pathogen","moral",4,5,4,4,5,4,5,5,6,5,5,5,5,6,5,5,5,5,4,6,5,2,6,4,7,2,2,6,4,4,2,0,2,1,2,1,3,3,0,4.57142857142857,4.85714285714286,5.28571428571429,4.90476190476191,6.24192419451369
