"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal"
81,"2/24/2023 2:27","en",NA,1,"0",3,"1",22,"1","0",0,NA,NA,"b","artistic","kind","kind","kind","wealthy","kind","pathogen","moral","sex","moral","moral","sex",1,3,3,4,0,1,3,0,2,5,4,3,5,3,2,3,5,4,4,1,2,8,5,6,6,5,6,6,6,6,6,1,4,0,1,3,1,2,3.57142857142857,2.42857142857143,2.28571428571429,2.76190476190476
82,"2/24/2023 0:54","en","game",1,"1",0,"0",26,"1","0",0,NA,NA,"a","artistic","artistic","artistic","sexy","sexy","artistic","moral","sex","pathogen","sex","sex","pathogen",3,4,5,4,3,2,3,4,5,4,3,3,4,5,4,3,2,3,4,5,4,6,7,5,8,4,8,8,9,8,5,4,0,2,0,1,2,3,3.57142857142857,3.71428571428571,3.71428571428571,3.66666666666667
83,"2/6/2023 21:22","en",NA,1,"1",0,"0",30,"1","0",0,NA,NA,"b","kind","kind","sexy","sexy","sexy","sexy","moral","sex","moral","moral","sex","sex",0,5,6,2,2,5,0,1,3,5,1,1,0,3,2,0,1,1,2,2,1,6,8,11,9,6,11,6,9,10,9,0,2,4,0,3,0,3,1.28571428571429,2.71428571428571,2.14285714285714,2.04761904761905
87,"2/13/2023 15:40","pl","AB13",1,"1",6,"1",18,"1","0",0,NA,NA,"a","artistic","wealthy","sexy","artistic","wealthy","artistic","pathogen","moral","sex","pathogen","moral","sex",2,0,6,6,0,6,0,0,6,3,0,4,4,0,4,2,1,5,2,1,3,11,7,6,4,7,8,9,11,6,6,3,0,1,2,2,2,2,2.71428571428571,4.85714285714286,0.285714285714286,2.61904761904762
89,"2/6/2023 20:45","en","game",1,"0",0,"1",56,"1","1",1,23,NA,"b","wealthy","wealthy","kind","artistic","kind","kind","moral","sex","pathogen","pathogen","moral","moral",5,6,6,5,1,2,4,3,3,6,0,4,6,3,4,3,0,6,4,0,1,4,6,9,5,8,3,6,9,6,6,1,3,0,2,3,2,1,4.71428571428571,3.71428571428571,1.85714285714286,3.42857142857143
90,"12/17/2022 9:05","pl",NA,1,"0",0,"1",30,"1","0",0,NA,NA,"a","wealthy","wealthy","artistic","wealthy","wealthy","kind","sex","moral","sex","sex","moral","sex",5,2,3,6,0,4,2,0,3,6,3,5,5,1,1,1,4,6,5,1,4,4,9,9,10,8,4,11,10,10,9,1,1,0,4,2,0,4,4.28571428571429,3.71428571428571,1.57142857142857,3.19047619047619
93,"1/5/2023 14:54","pl","KG0902",1,"0",1,"1",22,"0","0",0,NA,NA,"b","artistic","artistic","kind","artistic","artistic","artistic","moral","moral","pathogen","moral","pathogen","sex",3,1,3,4,0,1,1,0,1,4,2,0,2,1,2,1,3,2,2,0,0,8,8,10,7,6,7,6,8,7,6,5,1,0,0,3,2,1,2.42857142857143,1.28571428571429,1,1.57142857142857
98,"1/23/2023 15:57","pl",NA,1,"0",0,"1",24,"1","0",0,NA,NA,"b","sexy","wealthy","artistic","artistic","sexy","artistic","moral","moral","pathogen","pathogen","pathogen","moral",4,4,4,4,3,5,3,3,4,2,4,4,3,4,4,4,5,4,4,3,4,7,6,7,7,6,6,9,9,7,8,3,0,2,1,3,3,0,3.42857142857143,4.14285714285714,3.71428571428571,3.76190476190476
100,"12/16/2022 18:08","pl",NA,1,"0",2,"1",26,"1","0",0,NA,NA,"a","sexy","wealthy","sexy","artistic","kind","artistic","moral","sex","moral","moral","moral","sex",0,2,4,2,0,3,1,0,4,6,4,3,4,0,4,3,6,5,4,0,4,10,6,6,9,6,10,8,6,9,7,2,1,2,1,4,0,2,2.85714285714286,3.85714285714286,1.71428571428571,2.80952380952381
101,"2/6/2023 20:56","en",NA,1,"1",0,"0",36,"0","0",0,NA,NA,"b","artistic",NA,"artistic","sexy","sexy","sexy","pathogen","pathogen","sex","moral","pathogen","moral",4,5,4,5,2,3,5,2,3,5,3,6,5,2,4,4,6,3,4,2,3,6,6,9,5,8,6,7,9,6,6,NA,NA,NA,NA,2,3,1,4.57142857142857,3.71428571428571,3.14285714285714,3.80952380952381
102,"2/6/2023 23:32","en","game",1,"0",0,"1",30,"1","1",2,8,9,"b","artistic","artistic","kind","artistic","artistic","kind","moral","sex","pathogen","moral","sex","pathogen",3,6,6,6,0,3,2,0,2,6,3,6,6,6,5,6,6,6,6,0,2,5,5,5,4,4,5,3,6,6,6,4,2,0,0,2,2,2,5,4.28571428571429,3,4.09523809523809
103,"3/11/2023 1:05","en","game",1,"0",0,"1",25,"1","0",0,NA,NA,"a","kind","kind","artistic","wealthy","artistic","wealthy","moral","moral","moral","moral","moral","pathogen",3,6,6,6,6,6,6,1,2,5,6,6,6,6,6,5,3,6,3,6,6,11,11,11,8,8,11,11,11,11,11,2,2,0,2,5,1,0,4.85714285714286,5.42857142857143,4.85714285714286,5.04761904761905
105,"12/20/2022 21:48","pl","AB12",1,"1",0,"0",22,"0","0",0,NA,NA,"b","artistic","artistic","kind","artistic","kind","kind","moral","moral","moral","moral","moral","sex",2,0,3,6,0,5,1,0,3,6,0,5,5,0,4,5,0,0,3,2,2,1,6,8,5,7,1,9,9,6,7,3,3,0,0,5,0,1,4,3.14285714285714,0.285714285714286,2.47619047619048
106,"2/6/2023 20:28","en",NA,1,"1",0,"0",21,"1","1",2,1,3,"b","artistic","kind","kind","artistic","kind","sexy","sex","pathogen","sex","sex","sex","moral",6,2,5,2,2,6,6,2,1,0,0,0,1,6,3,1,6,3,2,3,3,1,8,2,7,7,1,8,3,8,7,2,3,1,0,1,1,4,2.57142857142857,3,3,2.85714285714286
107,"2/8/2023 13:59","pl",NA,1,"0",1,"1",27,"1","0",0,NA,NA,"a","sexy","sexy","sexy","sexy","sexy","sexy","sex","pathogen","sex","pathogen","sex","moral",4,4,3,3,2,1,6,1,3,6,4,0,5,5,4,5,5,1,6,0,2,7,10,8,9,10,5,10,7,7,7,0,0,6,0,1,2,3,5,2,3,3.33333333333333
108,"1/8/2023 16:32","pl","KG0902",1,"0",1,"1",24,"1","0",0,NA,NA,"b","artistic","artistic","sexy","kind","sexy","kind","moral","moral","sex","moral","moral","moral",2,4,1,5,0,0,3,0,1,5,0,1,1,0,4,5,6,5,4,0,4,5,6,10,8,3,8,11,10,10,10,2,2,2,0,5,0,1,3.57142857142857,2.28571428571429,1.42857142857143,2.42857142857143
110,"12/17/2022 13:07","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","sexy",NA,"sexy","artistic","sexy","artistic","moral","pathogen","moral","pathogen","moral","sex",0,0,0,4,0,0,0,0,1,6,0,1,0,0,3,0,0,0,0,0,0,4,9,7,7,6,6,6,6,9,9,NA,NA,NA,NA,3,2,1,1.42857142857143,0.714285714285714,0,0.714285714285714
111,"1/5/2023 14:32","pl",NA,1,"1",0,"0",23,"1","0",0,NA,NA,"b","wealthy","wealthy","artistic","artistic","artistic","artistic","moral","sex","moral","moral","sex","moral",3,3,4,4,0,5,5,0,1,4,1,2,2,1,1,2,6,5,5,0,6,6,9,3,6,10,7,9,9,9,6,4,0,0,2,4,0,2,3.57142857142857,3.42857142857143,1.57142857142857,2.85714285714286
112,"2/6/2023 23:31","en",NA,1,"1",0,"0",35,"0","0",0,NA,NA,"b","artistic","wealthy","sexy","kind","sexy","sexy","pathogen","sex","pathogen","moral","moral","moral",6,5,6,4,6,6,2,1,3,6,1,6,2,0,5,1,1,5,0,6,5,9,6,11,6,6,11,11,11,11,11,1,1,3,1,3,2,1,3,5.14285714285714,2.85714285714286,3.66666666666667
113,"2/7/2023 1:27","en","game",1,"0",0,"1",38,"0","1",5,1,21,"b","artistic","wealthy","artistic","artistic","wealthy","artistic","sex","sex","moral","moral","pathogen","sex",6,0,6,6,0,3,6,0,6,6,0,6,6,3,6,6,0,5,5,0,5,9,9,8,2,10,11,10,11,9,10,4,0,0,2,2,1,3,5.85714285714286,5.28571428571429,0.428571428571429,3.85714285714286
114,"1/10/2023 15:18","pl",NA,1,"0",0,"1",22,"1","0",0,NA,NA,"b","artistic","sexy","sexy","artistic","sexy","artistic","moral","sex","moral","moral","moral","moral",4,3,6,4,1,4,4,3,5,6,6,6,3,5,6,4,5,5,4,0,3,9,8,10,6,7,7,9,7,6,8,3,0,3,0,5,0,1,4.14285714285714,5,3.28571428571429,4.14285714285714
115,"2/6/2023 20:41","en","game",1,"0",1,"1",35,"1","1",2,NA,5,"b","kind","sexy","kind","kind","artistic","artistic","moral","sex","pathogen","moral","sex","pathogen",1,2,6,6,1,6,1,0,1,4,3,6,0,0,1,1,0,6,0,1,6,7,10,9,7,6,6,8,9,6,6,2,3,1,0,2,2,2,1.85714285714286,4.57142857142857,1,2.47619047619048
116,"2/24/2023 2:06","en","game",1,"1",1,"0",27,"0","0",0,NA,NA,"b","sexy","sexy","sexy","sexy","artistic","sexy","sex","moral","sex","pathogen","sex","sex",3,4,6,4,1,3,2,4,3,5,3,5,4,4,5,5,4,4,5,1,5,8,5,8,10,5,9,7,9,9,9,1,0,5,0,1,1,4,4,4.42857142857143,3,3.80952380952381
117,"2/24/2023 0:15","en","game",1,"1",0,"0",26,"1","0",0,NA,NA,"a","kind","artistic","artistic","kind","wealthy","wealthy","pathogen","pathogen","sex","sex","moral","pathogen",4,5,4,5,6,5,4,5,6,5,4,0,1,3,4,6,5,4,3,4,5,2,2,5,11,5,3,2,8,10,1,2,2,0,2,1,3,2,4,4,4.57142857142857,4.19047619047619
118,"1/8/2023 16:54","pl","KG0902",1,"1",0,"0",23,"0","0",0,NA,NA,"b","artistic","wealthy","kind","artistic","sexy","kind","moral","moral","moral","moral","moral","pathogen",1,4,5,5,3,4,2,0,2,5,1,4,4,2,3,2,2,3,4,1,4,6,6,9,3,6,8,6,8,6,6,2,2,1,1,5,1,0,3.28571428571429,3.57142857142857,1.85714285714286,2.9047619047619
120,"2/6/2023 22:52","en","game",1,"1",1,"0",35,"1","1",3,5,13,"b","artistic","artistic","sexy","sexy","artistic","artistic","pathogen","moral","sex","moral","pathogen","sex",4,3,5,4,0,4,2,2,3,4,2,3,2,1,4,2,1,3,2,0,3,9,6,7,6,3,5,7,9,8,7,4,0,2,0,2,2,2,2.85714285714286,3.57142857142857,1.28571428571429,2.57142857142857
121,"3/11/2023 0:01","en","game",1,"1",3,"0",30,"0","0",0,NA,NA,"b","artistic","artistic","kind","artistic","artistic","artistic","pathogen","moral","pathogen","sex","moral","moral",3,5,2,3,1,3,2,4,1,3,2,2,2,5,1,4,2,3,1,5,2,6,7,5,10,8,4,5,4,5,4,5,1,0,0,3,2,1,2.57142857142857,2,3.42857142857143,2.66666666666667
122,"3/14/2023 0:34","en",NA,1,"0",6,"0",28,"0","0",0,NA,NA,"a","sexy","wealthy","wealthy","wealthy","sexy","sexy","pathogen","sex","pathogen","sex","sex","sex",3,4,5,4,3,4,5,4,3,4,5,4,5,4,3,4,3,4,3,4,4,1,2,2,10,10,11,11,11,10,11,0,0,3,3,0,2,4,4,3.85714285714286,3.85714285714286,3.9047619047619
123,"1/9/2023 18:04","pl",NA,1,"0",0,"1",22,"0","0",0,NA,NA,"b","kind","wealthy","artistic","artistic","sexy","wealthy","moral","moral","moral","sex","pathogen","moral",5,2,5,6,2,0,0,0,4,6,0,5,0,3,6,0,6,6,5,0,0,4,6,11,6,9,6,6,11,11,11,2,1,1,2,4,1,1,3.14285714285714,3.71428571428571,1.85714285714286,2.9047619047619
124,"12/16/2022 20:16","pl",NA,1,"0",2,"1",21,"0","0",0,NA,NA,"a","sexy","wealthy","artistic","kind","sexy","artistic","moral","moral","sex","pathogen","moral","pathogen",5,1,5,6,2,2,1,1,4,6,0,6,5,1,1,5,6,5,5,5,2,8,6,9,5,6,7,11,8,8,10,2,1,2,1,3,2,1,4.71428571428571,3.57142857142857,2.28571428571429,3.52380952380952
125,"3/7/2023 19:04","en","game",1,"0",3,"0",35,"1","1",1,4,NA,"a","kind","artistic","artistic","artistic","artistic","wealthy","pathogen","moral","pathogen","moral","moral","sex",2,3,2,2,2,2,3,2,2,3,2,2,2,3,2,2,3,2,3,3,2,6,6,5,3,5,9,9,8,9,8,4,1,0,1,3,2,1,2.42857142857143,2,2.57142857142857,2.33333333333333
126,"3/29/2023 16:53","en","Game",1,"1",5,"1",27,"0","0",0,NA,NA,"b","wealthy","wealthy","kind","artistic","kind","sexy","moral","sex","moral","moral","pathogen","moral",5,5,6,6,0,1,5,0,2,5,0,6,3,1,4,1,4,5,3,2,3,5,7,5,7,5,7,5,7,8,8,1,2,1,2,4,1,1,4,3.85714285714286,1.71428571428571,3.19047619047619
127,"1/25/2023 18:55","pl",NA,1,"0",3,"1",21,"0","0",0,NA,NA,"b","artistic","kind","artistic","artistic","artistic","artistic","moral","sex","pathogen","pathogen","moral","moral",1,3,3,5,1,1,1,0,1,6,2,5,1,0,4,3,6,2,2,1,0,7,6,7,6,5,7,6,8,7,6,5,1,0,0,3,2,1,2.71428571428571,2.28571428571429,1.85714285714286,2.28571428571429
128,"2/6/2023 22:36","en","game",1,"1",0,"0",39,"1","0",0,NA,NA,"b","kind","wealthy","wealthy","wealthy","artistic","sexy","pathogen","sex","moral","moral","pathogen","sex",5,1,3,5,0,4,4,0,3,4,2,4,1,0,4,4,1,4,3,1,4,6,7,9,8,5,8,6,9,9,8,1,1,1,3,2,2,2,3.71428571428571,3.71428571428571,0.714285714285714,2.71428571428571
130,"12/17/2022 0:17","pl",NA,1,"0",0,"1",32,"0","0",0,NA,NA,"b","kind","sexy","artistic","artistic","sexy","wealthy","moral","sex","moral","pathogen","moral","moral",3,1,6,6,1,6,3,1,6,6,5,6,6,0,6,5,6,6,6,2,6,7,6,7,9,4,9,8,9,9,7,2,1,2,1,4,1,1,5,6,2.28571428571429,4.42857142857143
132,"2/6/2023 21:18","en","game",1,"1",0,"0",41,"1","1",2,13,15,"b","sexy","kind","artistic","sexy","artistic","artistic","sex","sex","pathogen","pathogen","pathogen","sex",6,5,3,6,1,3,6,1,3,6,5,3,6,4,5,5,5,1,5,4,5,6,6,8,6,6,6,6,7,6,6,3,1,2,0,0,3,3,5.71428571428571,3.28571428571429,3.57142857142857,4.19047619047619
133,"3/29/2023 16:17","en",NA,1,"1",3,"1",56,"1","1",2,18,20,"a","artistic","wealthy","artistic","artistic","sexy","sexy","pathogen","sex","sex","pathogen","sex","moral",3,4,3,4,3,4,4,3,4,3,4,4,3,4,3,3,4,4,3,4,3,4,5,5,4,4,4,6,5,5,5,3,0,2,1,1,2,3,3.28571428571429,3.57142857142857,3.71428571428571,3.52380952380952
134,"2/6/2023 21:03","en",NA,1,"1",0,"0",30,"1","0",0,NA,NA,"a","sexy",NA,"artistic","kind","sexy","artistic","pathogen","pathogen","pathogen","pathogen","moral","pathogen",3,1,2,1,0,1,1,0,0,0,0,2,3,1,2,2,0,2,2,0,2,6,9,8,8,8,9,9,9,9,6,NA,NA,NA,NA,1,5,0,1.71428571428571,1.57142857142857,0.285714285714286,1.19047619047619
136,"1/8/2023 21:08","pl","KG0902",1,"0",1,"1",21,"1","0",0,NA,NA,"a","artistic","wealthy","sexy","kind","wealthy","artistic","moral","moral","sex","pathogen","pathogen","sex",2,4,5,6,2,3,2,4,4,4,4,3,2,5,4,2,4,1,4,4,4,7,6,7,7,8,7,6,8,9,7,2,1,1,2,2,2,2,3.14285714285714,3.42857142857143,3.85714285714286,3.47619047619048
137,"1/26/2023 18:46","pl","INSTAGRAM STUDY",1,"0",6,"0",23,"0","0",0,NA,NA,"b","artistic","kind","sexy","kind","artistic","artistic","moral","sex","pathogen","moral","sex","moral",5,3,4,6,1,4,4,0,2,6,1,5,5,1,2,5,6,4,6,1,1,7,6,8,6,8,7,6,8,7,6,3,2,1,0,3,1,2,5.28571428571429,3.14285714285714,1.85714285714286,3.42857142857143
138,"3/11/2023 1:58","en","game",1,"1",0,"0",27,"0","0",0,NA,NA,"a","artistic","artistic","artistic","artistic","kind","sexy","sex","moral","moral","moral","moral","moral",4,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,4,4,6,6,5,6,4,1,1,0,5,0,1,4.71428571428571,4.57142857142857,4.71428571428571,4.66666666666667
139,"2/6/2023 20:38","en","game",1,"1",1,"0",30,"1","1",1,1,NA,"b","wealthy","artistic","wealthy","kind","kind","wealthy","pathogen","moral","moral","sex","moral","sex",5,6,4,5,6,4,4,4,6,4,6,4,5,4,6,4,5,5,6,5,4,10,2,10,9,10,10,8,10,2,10,1,2,0,3,3,1,2,4.71428571428571,4.71428571428571,5.14285714285714,4.85714285714286
140,"12/29/2022 22:44","pl","AB12",1,"0",0,"1",20,"1","0",0,NA,NA,"a","artistic","wealthy","artistic","wealthy","wealthy","artistic","moral","pathogen","moral","sex","moral","moral",4,5,5,5,2,5,6,5,3,6,4,3,4,2,5,4,5,4,6,1,3,8,5,8,11,8,8,10,10,11,8,3,0,0,3,4,1,1,5,4,3.42857142857143,4.14285714285714
141,"3/29/2023 15:57","en",NA,1,"1",0,"0",35,"1","1",1,3,NA,"a","kind",NA,"kind","sexy","artistic","artistic","moral","sex","sex","pathogen","moral","sex",3,5,4,5,5,4,3,5,4,5,5,3,3,4,4,4,3,3,4,5,5,7,11,11,10,11,10,9,10,10,11,NA,NA,NA,NA,2,1,3,3.85714285714286,3.85714285714286,4.57142857142857,4.09523809523809
143,"3/29/2023 16:07","en","game",1,"0",0,"1",35,"1","1",1,6,NA,"b","artistic","wealthy","artistic","artistic","kind","wealthy","pathogen","moral","moral","moral","sex","moral",3,4,3,4,3,4,3,4,4,3,4,3,4,3,3,3,4,3,3,4,4,6,9,7,7,7,8,7,6,7,8,3,1,0,2,4,1,1,3.28571428571429,3.42857142857143,3.71428571428571,3.47619047619048
147,"3/29/2023 16:09","en",NA,1,"1",0,"0",23,"1","1",2,1,3,"b","artistic","kind","kind","wealthy","artistic","sexy","moral","pathogen","pathogen","pathogen","pathogen","moral",3,5,3,4,3,5,3,4,3,4,3,3,2,4,3,4,3,4,2,3,5,8,8,8,10,9,10,9,8,8,10,2,2,1,1,2,4,0,3.14285714285714,3.71428571428571,3.57142857142857,3.47619047619048
148,"1/8/2023 21:37","pl","KG0902",1,"1",0,"0",24,"1","0",0,NA,NA,"b","kind","sexy","kind","wealthy","sexy","wealthy","sex","sex","sex","moral","moral","sex",2,0,1,6,0,0,0,0,0,6,2,3,1,0,2,6,3,0,6,3,0,3,8,10,7,7,4,8,10,7,6,0,2,2,2,2,0,4,3.85714285714286,0.857142857142857,1.14285714285714,1.95238095238095
152,"3/7/2023 19:35","en",NA,1,"1",0,"0",27,"1","1",1,2,NA,"a","kind","sexy","artistic","kind","artistic","sexy","pathogen","moral","moral","moral","pathogen","sex",3,2,2,0,0,4,1,0,1,3,2,1,4,3,2,4,3,3,2,3,3,3,4,5,1,10,7,7,9,7,11,2,2,2,0,3,2,1,2.42857142857143,2.28571428571429,1.85714285714286,2.19047619047619
155,"12/28/2022 14:13","pl","AB12",1,"0",2,"1",19,"0","0",0,NA,NA,"a","artistic","artistic","artistic","artistic","artistic","artistic","moral","pathogen","sex","moral","moral","moral",3,4,3,5,0,1,1,0,2,5,3,4,5,0,2,5,4,3,4,0,4,7,9,10,7,7,6,8,10,7,7,6,0,0,0,4,1,1,4,2.71428571428571,1.57142857142857,2.76190476190476
156,"12/17/2022 13:32","pl",NA,1,"0",2,"1",21,"0","0",0,NA,NA,"b","wealthy","sexy","artistic","wealthy","sexy","kind","pathogen","moral","moral","pathogen","moral","sex",2,0,4,6,0,0,2,0,2,4,0,4,2,0,2,6,6,2,2,2,1,5,6,9,6,9,6,6,7,6,6,1,1,2,2,3,2,1,3.42857142857143,2.14285714285714,1.14285714285714,2.23809523809524
157,"2/7/2023 12:53","pl",NA,1,"1",0,"0",25,"1","0",0,NA,NA,"a","artistic","wealthy","kind","artistic","wealthy","artistic","pathogen","sex","pathogen","pathogen","moral","moral",6,0,6,6,0,1,0,0,0,6,0,2,0,0,3,2,0,1,6,0,1,6,8,11,7,11,10,8,11,11,1,3,1,0,2,2,3,1,3.71428571428571,2,0,1.9047619047619
158,"1/9/2023 19:03","pl","KG0902",1,"0",1,"1",23,"1","0",0,NA,NA,"b","artistic","wealthy","kind","kind","sexy","artistic","moral","sex","pathogen","moral","sex","sex",2,1,1,4,0,2,1,0,1,4,1,3,4,0,5,5,4,1,4,0,2,4,4,6,8,7,2,6,4,6,6,2,2,1,1,2,1,3,3.42857142857143,2.14285714285714,0.857142857142857,2.14285714285714
159,"1/31/2023 10:01","pl","KG0902",1,"0",3,"0",25,"0","0",0,NA,NA,"b","artistic","wealthy","kind","artistic","wealthy","artistic","moral","moral","sex","sex","sex","pathogen",3,2,6,6,2,5,4,1,6,5,6,4,0,6,6,2,6,5,2,6,4,1,10,6,6,9,9,11,9,8,11,3,1,0,2,2,1,3,3.14285714285714,5.14285714285714,4.14285714285714,4.14285714285714
161,"2/6/2023 20:37","en","gmae",1,"0",0,"1",34,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","sexy","kind","moral","moral","moral","sex","sex","sex",1,2,6,5,0,2,1,1,4,4,2,3,4,2,4,3,5,3,4,3,6,3,3,8,2,3,4,5,8,6,6,2,1,2,1,3,0,3,3.14285714285714,4,2.14285714285714,3.0952380952381
162,"1/23/2023 18:45","pl","INSTAGRAM STUDY",1,"0",4,"0",22,"1","0",0,NA,NA,"a","artistic","wealthy","artistic","kind","artistic","sexy","pathogen","sex","pathogen","pathogen","sex","sex",4,1,5,5,0,0,0,0,1,2,0,5,0,0,2,2,6,4,1,0,2,9,7,6,7,5,7,6,8,7,6,3,1,1,1,0,3,3,2,2.71428571428571,1,1.9047619047619
163,"2/6/2023 22:04","en",NA,1,"1",1,"0",30,"1","1",1,2,NA,"a","artistic","kind","sexy","artistic","artistic","artistic","pathogen","moral","pathogen","moral","sex","sex",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,9,8,9,9,6,8,9,9,8,4,1,1,0,2,2,2,0.142857142857143,0,0.142857142857143,0.0952380952380952
165,"2/6/2023 23:56","en","game",1,"1",0,"0",26,"1","1",1,2,NA,"a","kind","wealthy","kind","kind","kind","wealthy","moral","moral","pathogen","sex","sex","pathogen",4,5,5,4,5,5,4,4,4,5,5,4,5,5,4,4,5,5,5,5,5,8,11,11,10,10,8,10,10,10,9,0,4,0,2,2,2,2,4.42857142857143,4.57142857142857,4.85714285714286,4.61904761904762
166,"2/6/2023 20:48","en",NA,1,"0",0,"1",53,"1","0",0,NA,NA,"b","wealthy","kind","artistic","artistic","sexy","artistic","pathogen","pathogen","sex","moral","sex","moral",5,5,5,5,2,2,4,1,4,5,1,5,5,4,4,4,5,4,4,5,5,6,6,8,7,6,6,6,8,6,6,3,1,1,1,2,2,2,4.57142857142857,4.14285714285714,3.28571428571429,4
167,"1/9/2023 16:24","pl","KG0902",1,"0",0,"1",22,"1","0",0,NA,NA,"b","artistic","artistic","sexy","artistic","artistic","artistic","moral","moral","sex","pathogen","sex","moral",5,4,5,5,2,6,3,2,4,6,6,6,6,6,5,1,6,3,6,3,6,10,9,9,10,10,6,7,8,9,10,5,0,1,0,3,1,2,4.57142857142857,5,4.14285714285714,4.57142857142857
168,"3/29/2023 16:09","en","game",1,"1",0,"0",35,"1","1",1,7,NA,"a","artistic","wealthy","kind","sexy","sexy","sexy","moral","pathogen","sex","sex","sex","sex",4,5,5,4,5,5,4,5,5,5,4,4,3,4,4,5,5,5,5,4,5,2,7,5,7,4,2,6,4,3,4,1,1,3,1,1,1,4,4.28571428571429,4.71428571428571,4.57142857142857,4.52380952380952
170,"12/28/2022 22:14","pl","AB12",1,"0",0,"1",29,"0","0",0,NA,NA,"a","artistic","wealthy","sexy","artistic","sexy","kind","pathogen","sex","moral","sex","sex","sex",6,0,4,6,0,0,5,0,3,6,1,0,5,1,3,5,5,1,4,1,1,8,8,5,6,4,6,6,6,8,6,2,1,2,1,1,1,4,5.28571428571429,1.71428571428571,1.14285714285714,2.71428571428571
171,"2/8/2023 18:10","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","sexy","sexy","wealthy","wealthy","artistic","kind","moral","sex","pathogen","sex","moral","moral",4,3,2,4,0,1,4,1,2,6,4,2,6,2,4,6,5,1,6,0,1,5,9,7,7,7,4,9,9,6,8,1,1,2,2,3,1,2,5.14285714285714,1.85714285714286,2.14285714285714,3.04761904761905
173,"1/5/2023 17:05","pl","KG0902",1,"0",4,"0",21,"0","0",0,NA,NA,"b","artistic","sexy","wealthy","artistic","sexy","sexy","pathogen","sex","sex","moral","moral","moral",2,3,5,3,1,2,2,1,3,5,3,5,2,0,2,5,5,5,4,5,5,8,8,8,6,7,7,9,9,6,8,2,0,3,1,3,1,2,3.28571428571429,3.85714285714286,2.57142857142857,3.23809523809524
175,"2/9/2023 1:31","pl","INSTAGRAM STUDY",1,"1",5,"1",19,"0","0",0,NA,NA,"b","artistic","sexy","sexy","sexy","sexy","sexy","moral","pathogen","sex","moral","sex","sex",0,2,3,1,0,1,0,0,2,4,6,1,4,0,1,1,1,0,3,0,0,7,9,7,6,5,5,8,7,7,4,1,0,5,0,2,1,3,1.85714285714286,1.14285714285714,1.28571428571429,1.42857142857143
176,"12/29/2022 11:18","pl","AB12",1,"0",3,"0",19,"0","0",0,NA,NA,"b","wealthy","sexy","sexy","artistic","artistic","sexy","moral","sex","sex","pathogen","moral","moral",3,5,6,6,0,4,2,0,5,6,0,6,0,0,4,3,5,6,2,0,6,10,5,8,10,4,8,9,10,10,7,2,0,3,1,3,1,2,3.14285714285714,5.28571428571429,1.42857142857143,3.28571428571429
177,"2/7/2023 2:39","en","game",1,"1",1,"0",25,"1","1",1,1,NA,"a","kind","kind","wealthy","artistic","artistic","artistic","moral","moral","pathogen","sex","pathogen","pathogen",5,4,3,4,5,4,4,3,5,2,5,5,4,5,4,3,5,4,5,3,5,4,7,4,4,8,8,9,8,10,3,3,2,0,1,2,3,1,3.85714285714286,4.28571428571429,4.28571428571429,4.14285714285714
178,"2/12/2023 22:02","pl",NA,1,"1",5,"1",19,"0","0",0,NA,NA,"b","sexy","wealthy","kind","artistic","artistic","artistic","pathogen","sex","moral","moral","pathogen","moral",3,4,6,5,0,1,0,0,3,5,1,6,6,0,6,0,3,6,5,0,6,7,7,6,6,9,9,6,6,6,9,3,1,1,1,3,2,1,3.42857142857143,4.85714285714286,1.14285714285714,3.14285714285714
179,"1/29/2023 23:29","pl","KG0902",1,"1",3,"0",23,"1","0",0,NA,NA,"b","wealthy","kind","kind","sexy","kind","artistic","moral","moral","moral","moral","sex","sex",5,4,6,5,1,4,2,1,4,5,5,3,4,4,4,4,3,6,5,3,5,11,10,9,10,9,10,10,11,11,10,1,3,1,1,4,0,2,4.28571428571429,4.57142857142857,3,3.95238095238095
180,"3/21/2023 15:16","en","game",1,"1",2,"0",27,"0","0",0,NA,NA,"a","wealthy","artistic","kind","artistic","wealthy","artistic","pathogen","pathogen","pathogen","pathogen","moral","sex",4,6,5,4,3,3,4,5,4,4,4,3,4,3,4,4,5,4,3,4,4,10,7,6,6,4,7,7,9,6,9,3,1,0,2,1,4,1,3.85714285714286,3.85714285714286,4.28571428571429,4
